,Numero,sitios,Zona,especies,iar
494,30,Sitio-2,Conservada-02,Bas_ast,9.41
495,30,Sitio-2,Conservada-02,Can_lat,1.2
496,30,Sitio-2,Conservada-02,Con_mes,0
497,30,Sitio-2,Conservada-02,Das_nov,0
498,30,Sitio-2,Conservada-02,Lyn_ruf,1.59
499,30,Sitio-2,Conservada-02,Mep_mac,0
500,30,Sitio-2,Conservada-02,Nas_nar,1.18
501,30,Sitio-2,Conservada-02,Odo_vir,1.18
502,30,Sitio-2,Conservada-02,Pec_taj,1.16
503,30,Sitio-2,Conservada-02,Pro_lot,2.41
504,30,Sitio-2,Conservada-02,Pum_con,0
505,30,Sitio-2,Conservada-02,Pum_yag,0
506,30,Sitio-2,Conservada-02,Spi_put,0
507,30,Sitio-2,Conservada-02,Syl_flo,5.88
508,30,Sitio-2,Conservada-02,Uro_cin,2.46
509,30,Sitio-2,Conservada-02,Leo_par,3.17
510,30,Sitio-2,Conservada-02,Pan_onc,0
511,31,Sitio-2,Perturbada-02,Bas_ast,0
512,31,Sitio-2,Perturbada-02,Can_lat,0
513,31,Sitio-2,Perturbada-02,Con_mes,0
514,31,Sitio-2,Perturbada-02,Das_nov,0
515,31,Sitio-2,Perturbada-02,Lyn_ruf,3.33
516,31,Sitio-2,Perturbada-02,Mep_mac,1.59
517,31,Sitio-2,Perturbada-02,Nas_nar,0
518,31,Sitio-2,Perturbada-02,Odo_vir,5.81
519,31,Sitio-2,Perturbada-02,Pec_taj,0
520,31,Sitio-2,Perturbada-02,Pro_lot,0
521,31,Sitio-2,Perturbada-02,Pum_con,0
522,31,Sitio-2,Perturbada-02,Pum_yag,0
523,31,Sitio-2,Perturbada-02,Spi_put,0
524,31,Sitio-2,Perturbada-02,Syl_flo,0
525,31,Sitio-2,Perturbada-02,Uro_cin,11.11
526,31,Sitio-2,Perturbada-02,Leo_par,0
527,31,Sitio-2,Perturbada-02,Pan_onc,0
528,32,Sitio-2,Perturbada-02,Bas_ast,0
529,32,Sitio-2,Perturbada-02,Can_lat,0
530,32,Sitio-2,Perturbada-02,Con_mes,0
531,32,Sitio-2,Perturbada-02,Das_nov,0
532,32,Sitio-2,Perturbada-02,Lyn_ruf,0
533,32,Sitio-2,Perturbada-02,Mep_mac,1.59
534,32,Sitio-2,Perturbada-02,Nas_nar,0
535,32,Sitio-2,Perturbada-02,Odo_vir,6.98
536,32,Sitio-2,Perturbada-02,Pec_taj,0
537,32,Sitio-2,Perturbada-02,Pro_lot,0
538,32,Sitio-2,Perturbada-02,Pum_con,0
539,32,Sitio-2,Perturbada-02,Pum_yag,0
540,32,Sitio-2,Perturbada-02,Spi_put,0
541,32,Sitio-2,Perturbada-02,Syl_flo,1.18
542,32,Sitio-2,Perturbada-02,Uro_cin,6.02
543,32,Sitio-2,Perturbada-02,Leo_par,0
544,32,Sitio-2,Perturbada-02,Pan_onc,0
545,33,Sitio-2,Perturbada-02,Bas_ast,0
546,33,Sitio-2,Perturbada-02,Can_lat,12.28
547,33,Sitio-2,Perturbada-02,Con_mes,10.84
548,33,Sitio-2,Perturbada-02,Das_nov,0
549,33,Sitio-2,Perturbada-02,Lyn_ruf,0
550,33,Sitio-2,Perturbada-02,Mep_mac,0
551,33,Sitio-2,Perturbada-02,Nas_nar,0
552,33,Sitio-2,Perturbada-02,Odo_vir,3.17
553,33,Sitio-2,Perturbada-02,Pec_taj,0
554,33,Sitio-2,Perturbada-02,Pro_lot,0
555,33,Sitio-2,Perturbada-02,Pum_con,0
556,33,Sitio-2,Perturbada-02,Pum_yag,1.2
557,33,Sitio-2,Perturbada-02,Spi_put,0
558,33,Sitio-2,Perturbada-02,Syl_flo,0
559,33,Sitio-2,Perturbada-02,Uro_cin,1.2
560,33,Sitio-2,Perturbada-02,Leo_par,0
561,33,Sitio-2,Perturbada-02,Pan_onc,0
562,34,Sitio-2,Perturbada-02,Bas_ast,0
563,34,Sitio-2,Perturbada-02,Can_lat,0
564,34,Sitio-2,Perturbada-02,Con_mes,10.84
565,34,Sitio-2,Perturbada-02,Das_nov,0
566,34,Sitio-2,Perturbada-02,Lyn_ruf,1.2
567,34,Sitio-2,Perturbada-02,Mep_mac,0
568,34,Sitio-2,Perturbada-02,Nas_nar,0
569,34,Sitio-2,Perturbada-02,Odo_vir,1.18
570,34,Sitio-2,Perturbada-02,Pec_taj,0
571,34,Sitio-2,Perturbada-02,Pro_lot,11.9
572,34,Sitio-2,Perturbada-02,Pum_con,0
573,34,Sitio-2,Perturbada-02,Pum_yag,2.47
574,34,Sitio-2,Perturbada-02,Spi_put,0
575,34,Sitio-2,Perturbada-02,Syl_flo,0
576,34,Sitio-2,Perturbada-02,Uro_cin,0
577,34,Sitio-2,Perturbada-02,Leo_par,0
578,34,Sitio-2,Perturbada-02,Pan_onc,0
579,35,Sitio-2,Perturbada-02,Bas_ast,0
580,35,Sitio-2,Perturbada-02,Can_lat,2.3
581,35,Sitio-2,Perturbada-02,Con_mes,0
582,35,Sitio-2,Perturbada-02,Das_nov,0
583,35,Sitio-2,Perturbada-02,Lyn_ruf,0
584,35,Sitio-2,Perturbada-02,Mep_mac,0
585,35,Sitio-2,Perturbada-02,Nas_nar,1.59
586,35,Sitio-2,Perturbada-02,Odo_vir,0
587,35,Sitio-2,Perturbada-02,Pec_taj,0
588,35,Sitio-2,Perturbada-02,Pro_lot,0
589,35,Sitio-2,Perturbada-02,Pum_con,0
590,35,Sitio-2,Perturbada-02,Pum_yag,0
591,35,Sitio-2,Perturbada-02,Spi_put,0
592,35,Sitio-2,Perturbada-02,Syl_flo,6.98
593,35,Sitio-2,Perturbada-02,Uro_cin,2.94
594,35,Sitio-2,Perturbada-02,Leo_par,0
595,35,Sitio-2,Perturbada-02,Pan_onc,0
596,36,Sitio-2,Perturbada-02,Bas_ast,0
597,36,Sitio-2,Perturbada-02,Can_lat,4.5
598,36,Sitio-2,Perturbada-02,Con_mes,7.94
599,36,Sitio-2,Perturbada-02,Das_nov,0
600,36,Sitio-2,Perturbada-02,Lyn_ruf,0
601,36,Sitio-2,Perturbada-02,Mep_mac,0
602,36,Sitio-2,Perturbada-02,Nas_nar,1.18
603,36,Sitio-2,Perturbada-02,Odo_vir,0
604,36,Sitio-2,Perturbada-02,Pec_taj,0
605,36,Sitio-2,Perturbada-02,Pro_lot,0
606,36,Sitio-2,Perturbada-02,Pum_con,0
607,36,Sitio-2,Perturbada-02,Pum_yag,0
608,36,Sitio-2,Perturbada-02,Spi_put,0
609,36,Sitio-2,Perturbada-02,Syl_flo,0
610,36,Sitio-2,Perturbada-02,Uro_cin,3.17
611,36,Sitio-2,Perturbada-02,Leo_par,0
612,36,Sitio-2,Perturbada-02,Pan_onc,0
613,37,Sitio-2,Perturbada-02,Bas_ast,0
614,37,Sitio-2,Perturbada-02,Can_lat,0
615,37,Sitio-2,Perturbada-02,Con_mes,3.61
616,37,Sitio-2,Perturbada-02,Das_nov,0
617,37,Sitio-2,Perturbada-02,Lyn_ruf,0
618,37,Sitio-2,Perturbada-02,Mep_mac,0
619,37,Sitio-2,Perturbada-02,Nas_nar,0
620,37,Sitio-2,Perturbada-02,Odo_vir,0
621,37,Sitio-2,Perturbada-02,Pec_taj,0
622,37,Sitio-2,Perturbada-02,Pro_lot,2.41
623,37,Sitio-2,Perturbada-02,Pum_con,0
624,37,Sitio-2,Perturbada-02,Pum_yag,1.2
625,37,Sitio-2,Perturbada-02,Spi_put,0
626,37,Sitio-2,Perturbada-02,Syl_flo,5.81
627,37,Sitio-2,Perturbada-02,Uro_cin,3.61
628,37,Sitio-2,Perturbada-02,Leo_par,0
629,37,Sitio-2,Perturbada-02,Pan_onc,0
630,38,Sitio-2,Perturbada-02,Bas_ast,0
631,38,Sitio-2,Perturbada-02,Can_lat,1.59
632,38,Sitio-2,Perturbada-02,Con_mes,1.59
633,38,Sitio-2,Perturbada-02,Das_nov,0
634,38,Sitio-2,Perturbada-02,Lyn_ruf,1.16
635,38,Sitio-2,Perturbada-02,Mep_mac,0
636,38,Sitio-2,Perturbada-02,Nas_nar,0
637,38,Sitio-2,Perturbada-02,Odo_vir,0
638,38,Sitio-2,Perturbada-02,Pec_taj,0
639,38,Sitio-2,Perturbada-02,Pro_lot,0
640,38,Sitio-2,Perturbada-02,Pum_con,0
641,38,Sitio-2,Perturbada-02,Pum_yag,0
642,38,Sitio-2,Perturbada-02,Spi_put,0
643,38,Sitio-2,Perturbada-02,Syl_flo,0
644,38,Sitio-2,Perturbada-02,Uro_cin,4.76
645,38,Sitio-2,Perturbada-02,Leo_par,0
646,38,Sitio-2,Perturbada-02,Pan_onc,0
647,39,Sitio-2,Perturbada-02,Bas_ast,0
648,39,Sitio-2,Perturbada-02,Can_lat,0
649,39,Sitio-2,Perturbada-02,Con_mes,0
650,39,Sitio-2,Perturbada-02,Das_nov,0
651,39,Sitio-2,Perturbada-02,Lyn_ruf,6.35
652,39,Sitio-2,Perturbada-02,Mep_mac,0
653,39,Sitio-2,Perturbada-02,Nas_nar,0
654,39,Sitio-2,Perturbada-02,Odo_vir,0
655,39,Sitio-2,Perturbada-02,Pec_taj,0
656,39,Sitio-2,Perturbada-02,Pro_lot,0
657,39,Sitio-2,Perturbada-02,Pum_con,0
658,39,Sitio-2,Perturbada-02,Pum_yag,1.16
659,39,Sitio-2,Perturbada-02,Spi_put,0
660,39,Sitio-2,Perturbada-02,Syl_flo,3.17
661,39,Sitio-2,Perturbada-02,Uro_cin,25.4
662,39,Sitio-2,Perturbada-02,Leo_par,0
663,39,Sitio-2,Perturbada-02,Pan_onc,0
664,40,Sitio-2,Perturbada-02,Bas_ast,0
665,40,Sitio-2,Perturbada-02,Can_lat,0
666,40,Sitio-2,Perturbada-02,Con_mes,3.53
667,40,Sitio-2,Perturbada-02,Das_nov,0
668,40,Sitio-2,Perturbada-02,Lyn_ruf,1.18
669,40,Sitio-2,Perturbada-02,Mep_mac,4.65
670,40,Sitio-2,Perturbada-02,Nas_nar,0
671,40,Sitio-2,Perturbada-02,Odo_vir,0
672,40,Sitio-2,Perturbada-02,Pec_taj,0
673,40,Sitio-2,Perturbada-02,Pro_lot,3.53
674,40,Sitio-2,Perturbada-02,Pum_con,0
675,40,Sitio-2,Perturbada-02,Pum_yag,0
676,40,Sitio-2,Perturbada-02,Spi_put,0
677,40,Sitio-2,Perturbada-02,Syl_flo,0
678,40,Sitio-2,Perturbada-02,Uro_cin,17.65
679,40,Sitio-2,Perturbada-02,Leo_par,0
680,40,Sitio-2,Perturbada-02,Pan_onc,0
