Longitud	Latitud
-95.002747	18.48336
-91.211078	17.358359
-92.502745	15.358357
-93.544413	16.858359
-93.461079	17.066692
-90.127743	18.441693
-90.16941	18.650027
-90.127743	18.60836
-90.252744	18.650027
-90.29441	18.60836
-90.377744	18.650027
-95.002747	17.066692
-95.044414	16.858359
-95.044414	16.900025
-95.044414	17.066692
-90.586077	18.816693
-90.752744	18.60836
-90.752744	18.816693
-90.41941	17.608359
-90.877744	17.608359
-96.377748	17.191692
-96.461082	17.108359
-96.877749	19.23336
-97.294416	20.025028
-96.794415	17.941693
-96.336082	17.400026
-96.836082	18.941694
-97.252749	18.691693
-96.711082	18.650027
-96.961082	19.150027
-96.919416	19.358361
-96.919416	17.608359
-96.461082	17.191692
-96.711082	17.400026
-97.044416	17.900026
-97.169416	18.10836
-97.086082	18.10836
-94.961081	18.23336
-95.002747	18.191693
-95.211081	17.983359
-95.002747	17.400026
-95.044414	17.441692
-95.252748	17.316692
-96.377748	17.650026
-97.086082	18.316693
-96.461082	17.316692
-96.586082	17.608359
-96.752749	17.525026
-96.752749	17.566692
-96.752749	17.608359
-96.919416	17.650026
-96.919416	17.733359
-97.002749	17.941693
-96.586082	17.441692
-96.836082	17.650026
-96.044415	17.525026
-95.044414	17.650026
-95.127747	17.733359
-94.669414	17.566692
-94.836081	17.441692
-94.836081	17.483359
-95.211081	17.816693
-96.044415	18.150026
-85.50274	11.441688
-85.711073	11.525021
-85.836073	11.733354
-86.169407	12.816689
-86.37774	12.025021
-86.37774	12.191688
-87.544408	12.983355
-87.544408	13.025022
-88.044408	13.275022
-88.086075	13.316689
-88.377742	17.525026
-90.04441	13.775023
-90.336077	13.858356
-89.169409	13.775023
-90.794411	14.31669
-91.002744	14.775024
-91.669411	14.525023
-84.961073	12.066688
-87.711075	18.73336
-88.252742	19.025027
-89.294409	18.441693
-89.294409	18.60836
-89.461076	18.35836
-89.461076	18.400026
-89.54441	18.60836
-89.66941	18.275026
-87.669408	18.816693
-88.252742	18.900027
-88.711076	18.441693
-88.752742	18.441693
-85.127739	11.691688
-85.75274	11.275021
-87.919408	15.441691
-88.544409	13.275022
-90.961077	16.900025
-86.294407	14.81669
-88.169409	19.150027
-88.211075	19.275027
-88.377742	18.691693
-88.919409	18.441693
-89.002743	18.191693
-89.002743	18.441693
-89.836077	18.23336
-88.044408	19.23336
-88.044408	19.400027
-88.086075	19.150027
-88.086075	19.400027
-88.127742	19.23336
-88.127742	19.275027
-88.169409	19.191694
-88.169409	19.358361
-88.336075	18.85836
-88.586076	18.816693
-88.836076	18.275026
-89.086076	18.441693
-89.79441	18.10836
-89.961077	18.025026
-89.961077	18.066693
-101.669419	28.275034
-100.127751	25.358365
-106.627757	34.316706
-106.877757	34.358373
-94.127747	31.816704
-96.586082	29.566702
-96.711082	29.525035
-96.836082	33.900039
-97.044416	28.275034
-97.211082	35.02504
-97.252749	28.441701
-97.294416	28.316701
-100.586085	25.858366
-106.419423	36.483374
-103.294421	29.275035
-103.294421	36.941708
-103.919421	30.60837
-104.836089	36.941708
-104.919422	36.900041
-105.086089	35.358373
-105.461089	35.77504
-105.544422	33.525039
-105.877756	32.858371
-98.086083	30.358369
-101.586086	27.900034
-99.377751	24.941698
-99.836085	25.150032
-99.419418	24.733365
